titular,saldo_cred_restante,freq_atu_saldo,qtde_compras,vr_max_compra_feita,vr_compra_feita_parcelas,dinh_adiantado_usu,freq_compras,freq_compras_1vez,freq_compras_parcelas,freq_pag_dinh_adiantado,trans_dinh_adiantado,trans_compra_feita,limite_cartao,vr_pag_feito_usu,vr_min_pagtos_feito_usu,%pag_integral_feito_usu,prazo_serv_cartao_usu,minmax__saldo_cred_restante,minmax__qtde_compras,minmax__vr_max_compra_feita,minmax__vr_compra_feita_parcelas,minmax__dinh_adiantado_usu,minmax__limite_cartao,minmax__vr_pag_feito_usu,minmax__vr_min_pagtos_feito_usu,power__freq_atu_saldo,power__freq_compras,power__freq_compras_1vez,power__freq_compras_parcelas,power__freq_pag_dinh_adiantado,power__trans_dinh_adiantado,power__trans_compra_feita,power__%pag_integral_feito_usu,power__prazo_serv_cartao_usu,cluster
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.329554,0.0,12.0,0.1995548877106947,0.0866310614061257,0.0847510809899107,0.0352795555555555,0.1691745295967416,0.2988313856427379,0.1868834062852631,0.0186556533266642,-1.2695886078926155,1.2119213838652076,-0.1116782817929076,1.2762198144969563,1.3481079153593327,1.5318703491600765,0.5261020931281168,-0.6933738358547403,0.4171560073730112,2
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13.0,13.0,9000.0,9479.043842,1425.426525,0.0,12.0,0.2819163029290063,0.0,0.0,0.0,0.0169494510423711,0.1986644407345576,0.0280488362827334,0.0216865119125942,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.4151508470254068,1.025583971163073,-1.392627811474239,-0.6933738358547403,-1.980895912096468,0
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11.0,0.0089156353331706,0.0081485216938076,0.0,0.01776,0.0,0.0984974958263773,0.0042438987361697,0.0021331567050362,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,-0.6933738358547403,0.4171560073730112,3
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.306142,163.005536,0.0,12.0,0.0848582409306378,0.0020799529849058,0.0025023766444846,0.0,0.0051942080547023,0.0550918196994991,0.0175493724149252,0.0127105417359957,0.6126413400944242,-0.7870098359187703,0.4214436267658298,-1.01202208632022,1.102197295138235,1.141886489309368,-0.5914967004692989,-0.6933738358547403,0.4171560073730112,0
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12.0,0.0066005305062486,0.0047569748266552,0.0,0.010368,0.0,0.0317195325542571,0.0040953929383501,0.0021559726972678,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,-0.6933738358547403,0.4171560073730112,3
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.773715,164.748819,0.0,12.0,0.3756137334958298,0.0078926059098805,0.005018246496366,0.0081111111111111,0.047439065135744,0.3489148580968281,0.0315724283116794,0.0215798251091391,0.6126413400944242,0.4884402572048707,0.4214436267658298,0.4365063432174103,1.8238115267847583,1.5945417449674764,0.2062324883861981,-0.6933738358547403,0.4171560073730112,2
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16.0,8.0,10500.0,1601.448347,1648.851345,0.0,12.0,0.0011586057587347,0.0020391695930449,0.0,0.0044444444444444,0.0,0.2287145242070117,0.0031686458329392,0.0020896904090278,0.6126413400944242,-0.1146655291206788,-0.9091757415789932,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,-0.0877904542509869,-0.6933738358547403,0.4171560073730112,1
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.767773,159.684442,0.0,12.0,0.6373014575177256,0.0619501761536653,0.0248569413352142,0.0899915555555555,0.0675386426589946,0.4323873121869783,0.0834020976370763,0.0430854612406326,0.6126413400944242,1.2119213838652076,0.4214436267658298,1.3712361530206605,1.6228478678297915,1.4420083722657386,1.63337419100219,-0.6933738358547403,0.4171560073730112,2
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10.0,64.0,13000.0,4230.323491,3292.01503,0.0,12.0,0.0610337062001611,0.0274820925224262,0.009813241743077,0.0421204444444444,0.0037298717602383,0.1986644407345576,0.0127352232972847,0.0033613746938924,0.6126413400944242,1.2119213838652076,-0.1116782817929076,1.3712361530206605,0.7219404319504388,0.6145987562142899,1.3845982026528707,-0.6933738358547403,0.4171560073730112,2
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2.0,45.0,6000.0,645.998299,256.848991,0.0,12.0,0.3535563763707657,0.0066262815925996,0.0079720322610322,0.0,0.0252355561261564,0.3489148580968281,0.0339120808017484,0.0328078949742602,0.6126413400944242,-1.030565355846916,-0.1116782817929076,-1.01202208632022,0.7219404319504388,0.8628835826532357,-0.3822755393187493,-0.6933738358547403,0.4171560073730112,0
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,0.0065987259717759,0.012985228051551,0.0156224355239351,0.0,0.0,0.0383973288814691,0.0083475594218644,0.0025689374934251,0.6126413400944242,1.038426638756628,1.6955310565659147,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.4145652130592933,1.4101977484824884,0.4171560073730112,3
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,12.0,0.1846912789569074,0.0111599673488164,0.0,0.0243235555555555,0.0,0.3656093489148581,0.1722261706628918,0.2337839320493143,-1.635819008238273,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.57600083255672,-0.6933738358547403,0.4171560073730112,3
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,17862.55831,0.0,12.0,0.0869788756607146,0.0,0.0,0.0,0.0021058599627276,0.0584307178631051,0.0069290368852769,0.0083049575125398,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.1152047227004725,0.1743981061565315,-1.392627811474239,-0.6933738358547403,0.4171560073730112,0
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,12.0,0.390013280510416,0.0,0.0,0.0,0.1882456495555773,0.2988313856427379,0.0322607616522809,0.0260034492980695,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.7851942324344574,1.476085928038835,-1.392627811474239,-0.6933738358547403,-1.980895912096468,0
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11.0,0.0,9000.0,1636.361601,1986.843608,0.0,11.0,0.2125427389632983,0.0485434517472318,0.0402875279830721,0.0328168888888888,0.0360153016611095,0.1652754590984975,0.0318966712944312,0.0201701259431927,0.6126413400944242,0.677054655280598,1.371073277691191,1.055578134763634,1.3481079153593327,1.299251518747625,1.3190855118620115,-0.6933738358547403,0.4171560073730112,2
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,0.329221893977544,0.0041599059698117,0.0050047532889693,0.0,0.0620677327478819,0.2988313856427379,0.0243893370942857,0.0268222996077809,0.6126413400944242,-1.030565355846916,-0.1116782817929076,-1.01202208632022,1.3481079153593327,1.5057574752416951,-0.5914967004692989,-0.6933738358547403,0.4171560073730112,0
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,0.0741265535380319,0.0196420971880463,0.0236312674415038,0.0,0.1309725935516386,0.2487479131886477,0.3957109333214785,0.0094224020001652,-1.973646432667966,-1.030565355846916,-0.1116782817929076,-1.01202208632022,1.3481079153593327,1.2299011223287,0.0240462917643705,1.4813630391668402,0.4171560073730112,0
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,20071.07544,719.948985,0.333333,12.0,0.0348392050979226,0.0,0.0,0.0,0.0664668913798307,0.0584307178631051,0.0604676974679296,0.003708001774362,-1.635819008238273,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.102197295138235,0.8628835826532357,-1.392627811474239,0.9323264283965116,0.4171560073730112,0
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,0.0412164076592214,0.0311297590904651,0.0192903799564537,0.0329017777777777,0.0464265815751338,0.0984974958263773,0.0248861291423183,0.0047525413949894,-0.5948778612638775,0.2939630332455013,1.2338148096278805,0.2269740588106298,1.102197295138235,1.476085928038835,1.026811740893261,0.5798345493453458,0.4171560073730112,2
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,0.2155480193071703,0.0041562354645442,0.0050003373301849,0.0,0.0,0.1485809682804674,0.0171175319021733,0.023574604580245,0.6126413400944242,-1.030565355846916,-0.1116782817929076,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.886773506165498,-0.6933738358547403,0.4171560073730112,1
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12.0,0.0714557830219348,0.0,0.0,0.0,0.0314313689266036,0.0484140233722871,0.0074572953741995,0.0042056145046602,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.1152047227004725,0.1743981061565315,-1.392627811474239,-0.6933738358547403,0.4171560073730112,0
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12.0,0.2791528075716527,0.031106308640145,0.011525652427244,0.0469173333333333,0.0,0.2821368948247079,0.0281989659896926,0.0172590176968196,0.6126413400944242,1.2119213838652076,1.0471340166697145,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.8191616396262738,-0.6933738358547403,0.4171560073730112,3
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.02491433581209,0.0022377847114075,0.0,0.0048773333333333,0.0215044444538015,0.0550918196994991,0.0034692136766241,0.0019262919949927,-1.9541984501878784,-0.2213712116792892,-0.9091757415789932,-0.0140082675788564,0.4550466716138979,0.1743981061565315,-0.3822755393187493,-0.6933738358547403,-2.5500835061962266,0
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8.0,0.0453606862271342,0.0103487856847031,0.012450550461529,0.0,0.0147462510625172,0.1318864774624374,0.0115891230475292,0.003748774309506,0.6126413400944242,-0.7870098359187703,0.4214436267658298,-1.01202208632022,0.1152047227004725,0.6145987562142899,-0.3822755393187493,0.3480095873652805,0.4171560073730112,0
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.056654976363308,0.0633743321974479,0.05450617927566,0.0393826666666666,0.0,0.0818030050083472,0.0275973828189163,0.0173078577329508,0.6126413400944242,0.4884402572048707,1.4737407351201424,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,0.7468667185121071,-0.6933738358547403,0.4171560073730112,3
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12.0,0.0822175973811745,0.0,0.0,0.0,0.0068175253266189,0.1151919866444073,0.0136387265408688,0.0076101526133351,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.102197295138235,0.8628835826532357,-1.392627811474239,-0.6933738358547403,0.4171560073730112,0
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,0.0244011329611414,0.0403596524194645,0.0485564108068324,0.0,0.0420318773432686,0.0984974958263773,0.0613153649871423,0.0017331963659965,-0.781184695078822,0.4884402572048707,1.5517221173940845,-1.01202208632022,0.3508995585283911,0.1743981061565315,0.4145652130592933,1.0905084820167046,-2.538266042426242,2
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,0.1253118345739747,0.1063961205206326,0.1174912447483823,0.0190457777777777,0.0,0.2487479131886477,0.111958193396693,0.0171647839422662,0.6126413400944242,1.038426638756628,1.6955310565659147,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,1.3360330486416991,0.3480095873652805,0.4171560073730112,3
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12.0,0.2085338376595838,0.0,0.0,0.0,0.0047642936146378,0.1318864774624374,0.0150801970091632,0.0209432392115055,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.8044757052979751,0.8628835826532357,-1.392627811474239,-0.6933738358547403,-1.980895912096468,0
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9.0,0.288497825224037,0.0046696983680729,0.0,0.0101777777777777,0.0205907667373663,0.1986644407345576,0.0416097761819252,0.0248017477085203,0.6126413400944242,-0.1146655291206788,-0.9091757415789932,0.2269740588106298,1.3481079153593327,1.025583971163073,0.0240462917643705,-0.6933738358547403,0.4171560073730112,2
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.1010278215924507,0.0384921809061539,0.0,0.0838951111111111,0.0340696725800567,0.0601001669449081,0.0727108089279328,0.042758023718385,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.3712361530206605,0.1152047227004725,1.025583971163073,1.599393775526529,0.3480095873652805,0.4171560073730112,2
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.0923198653132102,0.0084081079830022,0.0079784108681652,0.003872,0.0,0.0584307178631051,0.0153268958709845,0.0117514863692024,0.6126413400944242,0.2939630332455013,1.0471340166697145,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,0.4145652130592933,-0.6933738358547403,0.4171560073730112,3
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.042526994825374,0.0,0.0,0.0,0.0192718995053261,0.0484140233722871,0.0028789654574924,0.0023478900578288,-0.8958425849142532,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.4550466716138979,0.1743981061565315,-1.392627811474239,-0.6933738358547403,-2.5500835061962266,0
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.0827754849356092,0.0,0.0,0.0,0.0081232752787667,0.0818030050083472,0.0106458487279522,0.0046182730559896,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.511556359831731,1.2299011223287,-1.392627811474239,-0.6933738358547403,0.4171560073730112,0
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12.0,0.2095517798406441,0.0053732118776734,0.0046760096905762,0.00324,0.0,0.1986644407345576,0.1355795010200946,0.0131087314331161,0.6126413400944242,0.4884402572048707,-0.1116782817929076,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,0.2062324883861981,0.3480095873652805,0.4171560073730112,3
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.645387,0.090909,11.0,0.0892413548662432,0.0278079518233948,0.0334555490815419,0.0,0.0,0.0550918196994991,0.0320134253281966,0.0120865433135481,0.6126413400944242,-0.330073471834004,1.0471340166697145,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.2201514764030022,-0.6933738358547403,0.4171560073730112,1
