titular,saldo_cred_restante,freq_atu_saldo,qtde_compras,vr_max_compra_feita,vr_compra_feita_parcelas,dinh_adiantado_usu,freq_compras,freq_compras_1vez,freq_compras_parcelas,freq_pag_dinh_adiantado,trans_dinh_adiantado,trans_compra_feita,limite_cartao,vr_pag_feito_usu,vr_min_pagtos_feito_usu,%pag_integral_feito_usu,prazo_serv_cartao_usu,minmax__saldo_cred_restante,minmax__qtde_compras,minmax__vr_max_compra_feita,minmax__vr_compra_feita_parcelas,minmax__dinh_adiantado_usu,minmax__limite_cartao,minmax__vr_pag_feito_usu,minmax__vr_min_pagtos_feito_usu,power__freq_atu_saldo,power__freq_compras,power__freq_compras_1vez,power__freq_compras_parcelas,power__freq_pag_dinh_adiantado,power__trans_dinh_adiantado,power__trans_compra_feita,power__%pag_integral_feito_usu,power__prazo_serv_cartao_usu
C10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,2000.0,705.618627,155.549069,0.0,12.0,0.07965749003088701,0.06562027358722762,0.06133840350823392,0.03190044444444445,0.0,0.0984974958263773,0.011991265425079733,0.006415551679003383,0.6126413400944242,1.2119213838652076,0.7882918871029566,1.2762198144969565,-0.8885949200610787,-0.9118692662572888,1.0005742010102743,1.274110304601538,0.4171560073730112
C10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0.0,26.0,3000.0,608.263689,490.207013,0.25,12.0,0.04840028685901659,0.04359601848058619,0.010302922506056609,0.07635422222222223,0.0,0.24874791318864775,0.032645802699403335,0.0032866293738757564,0.6126413400944242,0.677054655280598,0.4214436267658298,1.055578134763634,-0.8885949200610787,-0.9118692662572888,1.0005742010102743,0.34800958736528054,0.4171560073730112
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0.0,26.0,7500.0,1655.891435,251.137986,0.083333,12.0,0.1456048185157983,0.0,0.0,0.0,0.007357486305422492,0.0984974958263773,0.01588280140955929,0.01295632885617315,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.11520472270047259,0.17439810615653153,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,805.647974,989.962866,0.0,12.0,0.36161125485188933,0.03286529633110568,0.0,0.07163111111111112,0.048825358587565294,0.26544240400667785,0.03930073763318705,0.027614089543922412,0.6126413400944242,0.09312199579724494,-0.9091757415789933,0.6201974792519541,0.7219404319504388,1.025583971163073,0.4145652130592933,-0.6933738358547403,0.4171560073730112
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,1993.439277,2109.90649,0.0,12.0,0.1088094983645385,0.0,0.0,0.0,0.059067445846737544,0.0984974958263773,0.007727010442611552,0.00492840273932473,-0.8958425849142532,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,0.8628835826532357,-1.392627811474239,-0.6933738358547403,-2.5500835061962266
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,391.974562,376.579631,0.0,8.0,0.0021577057201226397,0.010583290187903362,0.0,0.02306666666666667,0.0,0.08180300500834727,0.005018413906984912,0.0009578289347199874,-1.973646432667966,-0.11466552912067883,-0.9091757415789933,0.2269740588106298,-0.8885949200610787,-0.9118692662572888,0.2062324883861981,1.274110304601538,0.4171560073730112
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,254.590662,73.203221,0.25,12.0,0.1044508614865637,0.010284551842522274,0.004072495323376982,0.01503777777777778,0.0,0.43238731218697835,0.033926246351605835,0.009745208444647973,0.6126413400944242,0.4884402572048707,-0.11167828179290762,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,0.2825590882429944,-0.6933738358547403,0.4171560073730112
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0.0,9.0,13000.0,1720.837373,744.613395,0.0,12.0,0.1878876699724019,0.008128945665714442,0.0,0.017717333333333335,0.0,0.13188647746243742,0.02077880830772958,0.16314817536448883,0.6126413400944242,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.47248902671555915,-0.6933738358547403,0.4171560073730112
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,12465.54938,0.0,12.0,0.10590085660753604,0.003602804836991842,0.0,0.007852444444444445,0.0,0.06510851419031721,0.004396939717294503,0.17743691170216505,0.6126413400944242,0.4884402572048707,-0.9091757415789933,0.9266292180417527,-0.8885949200610787,-0.9118692662572888,0.2062324883861981,-0.6933738358547403,0.4171560073730112
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686,13557.29726,0.0,12.0,0.3344790722354541,0.12969016653286317,0.14499162807813792,0.019996000000000003,0.004858756732708367,0.3739565943238732,0.04096708985530584,0.02172279428787839,0.6126413400944242,1.2119213838652076,1.6955310565659147,1.3712361530206605,1.3481079153593327,1.2299011223287,1.8907689799240057,-0.6933738358547403,0.4171560073730112
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6.0,92.0,11250.0,2077.959051,1659.775075,0.0,12.0,0.0069496023243765135,0.016637584709653857,0.0,0.03626222222222222,0.0,0.05843071786310518,0.04652038134642681,0.001129625660643136,-1.8283444717127597,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.7077997970295569,-0.6933738358547403,0.4171560073730112
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.329554,0.0,12.0,0.1995548877106947,0.08663106140612571,0.08475108098991076,0.03527955555555556,0.16917452959674167,0.2988313856427379,0.18688340628526315,0.01865565332666422,-1.2695886078926157,1.2119213838652076,-0.11167828179290762,1.2762198144969565,1.3481079153593327,1.5318703491600765,0.5261020931281168,-0.6933738358547403,0.4171560073730112
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13.0,13.0,9000.0,9479.043842,1425.426525,0.0,12.0,0.2819163029290063,0.0,0.0,0.0,0.016949451042371118,0.1986644407345576,0.02804883628273349,0.021686511912594242,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.4151508470254068,1.025583971163073,-1.392627811474239,-0.6933738358547403,-1.9808959120964678
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11.0,0.008915635333170626,0.008148521693807675,0.0,0.01776,0.0,0.0984974958263773,0.004243898736169732,0.0021331567050362865,0.6126413400944242,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.47248902671555915,-0.6933738358547403,0.4171560073730112
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.306142,163.005536,0.0,12.0,0.08485824093063786,0.002079952984905863,0.0025023766444846516,0.0,0.0051942080547023005,0.05509181969949917,0.017549372414925296,0.012710541735995737,0.6126413400944242,-0.7870098359187703,0.4214436267658298,-1.01202208632022,1.102197295138235,1.1418864893093679,-0.5914967004692989,-0.6933738358547403,0.4171560073730112
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12.0,0.006600530506248651,0.004756974826655291,0.0,0.010368,0.0,0.0317195325542571,0.004095392938350188,0.0021559726972678935,0.6126413400944242,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.47248902671555915,-0.6933738358547403,0.4171560073730112
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.773715,164.748819,0.0,12.0,0.3756137334958298,0.007892605909880532,0.005018246496366034,0.008111111111111112,0.04743906513574404,0.3489148580968281,0.031572428311679474,0.0215798251091391,0.6126413400944242,0.4884402572048707,0.4214436267658298,0.4365063432174103,1.8238115267847583,1.5945417449674764,0.2062324883861981,-0.6933738358547403,0.4171560073730112
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16.0,8.0,10500.0,1601.448347,1648.851345,0.0,12.0,0.001158605758734762,0.0020391695930449634,0.0,0.0044444444444444444,0.0,0.22871452420701172,0.0031686458329392426,0.0020896904090278723,0.6126413400944242,-0.11466552912067883,-0.9091757415789933,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,-0.08779045425098692,-0.6933738358547403,0.4171560073730112
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.767773,159.684442,0.0,12.0,0.6373014575177256,0.061950176153665305,0.024856941335214204,0.08999155555555556,0.06753864265899465,0.43238731218697835,0.0834020976370763,0.043085461240632644,0.6126413400944242,1.2119213838652076,0.4214436267658298,1.3712361530206605,1.6228478678297915,1.4420083722657386,1.63337419100219,-0.6933738358547403,0.4171560073730112
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10.0,64.0,13000.0,4230.323491,3292.01503,0.0,12.0,0.06103370620016116,0.02748209252242628,0.009813241743077064,0.042120444444444446,0.00372987176023837,0.1986644407345576,0.012735223297284716,0.003361374693892454,0.6126413400944242,1.2119213838652076,-0.11167828179290762,1.3712361530206605,0.7219404319504388,0.6145987562142899,1.3845982026528707,-0.6933738358547403,0.4171560073730112
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2.0,45.0,6000.0,645.998299,256.848991,0.0,12.0,0.3535563763707657,0.006626281592599609,0.00797203226103223,0.0,0.02523555612615641,0.3489148580968281,0.0339120808017484,0.032807894974260225,0.6126413400944242,-1.030565355846916,-0.11167828179290762,-1.01202208632022,0.7219404319504388,0.8628835826532357,-0.3822755393187493,-0.6933738358547403,0.4171560073730112
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,0.006598725971775948,0.012985228051551024,0.015622435523935108,0.0,0.0,0.03839732888146912,0.008347559421864464,0.002568937493425131,0.6126413400944242,1.0384266387566279,1.6955310565659147,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.4145652130592933,1.4101977484824884,0.4171560073730112
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,12.0,0.18469127895690743,0.011159967348816476,0.0,0.024323555555555557,0.0,0.36560934891485813,0.17222617066289184,0.23378393204931436,-1.635819008238273,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.57600083255672,-0.6933738358547403,0.4171560073730112
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,17862.55831,0.0,12.0,0.08697887566071463,0.0,0.0,0.0,0.002105859962727672,0.05843071786310518,0.0069290368852769945,0.008304957512539825,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.11520472270047259,0.17439810615653153,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,12.0,0.39001328051041606,0.0,0.0,0.0,0.18824564955557735,0.2988313856427379,0.0322607616522809,0.026003449298069532,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.7851942324344574,1.476085928038835,-1.392627811474239,-0.6933738358547403,-1.9808959120964678
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11.0,0.0,9000.0,1636.361601,1986.843608,0.0,11.0,0.2125427389632983,0.04854345174723188,0.040287527983072155,0.03281688888888889,0.036015301661109535,0.16527545909849753,0.031896671294431286,0.020170125943192785,0.6126413400944242,0.677054655280598,1.371073277691191,1.055578134763634,1.3481079153593327,1.299251518747625,1.3190855118620117,-0.6933738358547403,0.4171560073730112
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,0.32922189397754403,0.004159905969811726,0.005004753288969303,0.0,0.062067732747881986,0.2988313856427379,0.02438933709428579,0.026822299607780976,0.6126413400944242,-1.030565355846916,-0.11167828179290762,-1.01202208632022,1.3481079153593327,1.5057574752416951,-0.5914967004692989,-0.6933738358547403,0.4171560073730112
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,0.07412655353803192,0.01964209718804631,0.02363126744150388,0.0,0.13097259355163862,0.24874791318864775,0.39571093332147855,0.009422402000165255,-1.973646432667966,-1.030565355846916,-0.11167828179290762,-1.01202208632022,1.3481079153593327,1.2299011223287,0.024046291764370537,1.4813630391668402,0.4171560073730112
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,20071.07544,719.948985,0.333333,12.0,0.03483920509792268,0.0,0.0,0.0,0.06646689137983074,0.05843071786310518,0.0604676974679296,0.003708001774362089,-1.635819008238273,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,0.8628835826532357,-1.392627811474239,0.9323264283965117,0.4171560073730112
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,0.041216407659221486,0.031129759090465108,0.01929037995645374,0.03290177777777778,0.04642658157513387,0.0984974958263773,0.024886129142318372,0.004752541394989406,-0.5948778612638775,0.2939630332455013,1.2338148096278803,0.2269740588106298,1.102197295138235,1.476085928038835,1.026811740893261,0.5798345493453458,0.4171560073730112
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,0.21554801930717035,0.0041562354645442445,0.005000337330184918,0.0,0.0,0.14858096828046746,0.017117531902173397,0.023574604580245073,0.6126413400944242,-1.030565355846916,-0.11167828179290762,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.886773506165498,-0.6933738358547403,0.4171560073730112
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12.0,0.07145578302193481,0.0,0.0,0.0,0.03143136892660365,0.048414023372287146,0.007457295374199519,0.004205614504660221,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.11520472270047259,0.17439810615653153,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12.0,0.27915280757165273,0.031106308640145092,0.011525652427244012,0.04691733333333334,0.0,0.2821368948247079,0.02819896598969268,0.01725901769681967,0.6126413400944242,1.2119213838652076,1.0471340166697143,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.8191616396262738,-0.6933738358547403,0.4171560073730112
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.024914335812090002,0.0022377847114075427,0.0,0.004877333333333333,0.021504444453801525,0.05509181969949917,0.0034692136766241604,0.001926291994992785,-1.9541984501878782,-0.22137121167928925,-0.9091757415789933,-0.014008267578856462,0.45504667161389795,0.17439810615653153,-0.3822755393187493,-0.6933738358547403,-2.5500835061962266
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8.0,0.0453606862271342,0.010348785684703191,0.012450550461529025,0.0,0.014746251062517238,0.13188647746243742,0.011589123047529291,0.0037487743095060257,0.6126413400944242,-0.7870098359187703,0.4214436267658298,-1.01202208632022,0.11520472270047259,0.6145987562142899,-0.3822755393187493,0.34800958736528054,0.4171560073730112
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.056654976363308046,0.0633743321974479,0.05450617927566009,0.03938266666666667,0.0,0.08180300500834727,0.02759738281891635,0.01730785773295083,0.6126413400944242,0.4884402572048707,1.4737407351201424,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,0.7468667185121071,-0.6933738358547403,0.4171560073730112
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12.0,0.08221759738117455,0.0,0.0,0.0,0.006817525326618936,0.11519198664440736,0.013638726540868801,0.007610152613335134,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,0.8628835826532357,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,0.024401132961141464,0.04035965241946453,0.04855641080683247,0.0,0.04203187734326864,0.0984974958263773,0.06131536498714234,0.0017331963659965462,-0.781184695078822,0.4884402572048707,1.5517221173940845,-1.01202208632022,0.35089955852839116,0.17439810615653153,0.4145652130592933,1.0905084820167046,-2.538266042426242
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,0.12531183457397477,0.10639612052063263,0.11749124474838235,0.019045777777777776,0.0,0.24874791318864775,0.11195819339669309,0.0171647839422662,0.6126413400944242,1.0384266387566279,1.6955310565659147,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,1.3360330486416991,0.34800958736528054,0.4171560073730112
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12.0,0.2085338376595838,0.0,0.0,0.0,0.004764293614637846,0.13188647746243742,0.01508019700916323,0.020943239211505534,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.8044757052979751,0.8628835826532357,-1.392627811474239,-0.6933738358547403,-1.9808959120964678
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9.0,0.28849782522403705,0.004669698368072967,0.0,0.010177777777777779,0.020590766737366307,0.1986644407345576,0.041609776181925295,0.024801747708520366,0.6126413400944242,-0.11466552912067883,-0.9091757415789933,0.2269740588106298,1.3481079153593327,1.025583971163073,0.024046291764370537,-0.6933738358547403,0.4171560073730112
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.10102782159245079,0.03849218090615395,0.0,0.08389511111111111,0.034069672580056734,0.06010016694490818,0.0727108089279328,0.04275802371838503,0.6126413400944242,1.2119213838652076,-0.9091757415789933,1.3712361530206605,0.11520472270047259,1.025583971163073,1.599393775526529,0.34800958736528054,0.4171560073730112
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.09231986531321024,0.008408107983002297,0.007978410868165229,0.0038720000000000004,0.0,0.05843071786310518,0.015326895870984543,0.011751486369202445,0.6126413400944242,0.2939630332455013,1.0471340166697143,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,0.4145652130592933,-0.6933738358547403,0.4171560073730112
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.042526994825374,0.0,0.0,0.0,0.019271899505326193,0.048414023372287146,0.0028789654574924227,0.0023478900578288667,-0.8958425849142532,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.45504667161389795,0.17439810615653153,-1.392627811474239,-0.6933738358547403,-2.5500835061962266
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.08277548493560928,0.0,0.0,0.0,0.008123275278766722,0.08180300500834727,0.010645848727952267,0.004618273055989609,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.511556359831731,1.2299011223287,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12.0,0.2095517798406441,0.005373211877673479,0.004676009690576221,0.0032400000000000003,0.0,0.1986644407345576,0.13557950102009464,0.013108731433116163,0.6126413400944242,0.4884402572048707,-0.11167828179290762,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,0.2062324883861981,0.34800958736528054,0.4171560073730112
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.645387,0.090909,11.0,0.08924135486624324,0.027807951823394864,0.033455549081541906,0.0,0.0,0.05509181969949917,0.03201342532819664,0.012086543313548165,0.6126413400944242,-0.33007347183400404,1.0471340166697143,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.22015147640300226,-0.6933738358547403,0.4171560073730112
